timestamp,src_ip,dst_ip,protocol,attack_type,severity,confidence,status
2026-01-07 22:45:24,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35348.8901, threshold: 5.7983)"
2026-01-07 22:45:24,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35348.3245, threshold: 5.7983)"
2026-01-07 22:45:25,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35348.2720, threshold: 5.7983)"
2026-01-07 22:45:25,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35348.8700, threshold: 5.7983)"
2026-01-07 22:45:25,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35348.8700, threshold: 5.7983)"
2026-01-07 22:45:26,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 55243.8506, threshold: 5.7983)"
2026-01-07 22:45:26,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 55243.2276, threshold: 5.7983)"
2026-01-07 22:45:27,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 55243.8506, threshold: 5.7983)"
2026-01-07 22:45:28,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46424.2134, threshold: 5.7983)"
2026-01-07 22:45:28,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46423.6052, threshold: 5.7983)"
2026-01-07 22:45:29,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46424.2015, threshold: 5.7983)"
2026-01-07 22:45:29,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46466.1585, threshold: 5.7983)"
2026-01-07 22:45:30,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46423.5932, threshold: 5.7983)"
2026-01-07 22:45:27,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46423.5932, threshold: 5.7983)"
2026-01-07 22:45:28,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46424.4177, threshold: 5.7983)"
2026-01-07 22:45:28,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46424.2015, threshold: 5.7983)"
2026-01-07 22:45:29,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46511.0202, threshold: 5.7983)"
2026-01-07 22:45:29,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46455.8322, threshold: 5.7983)"
2026-01-07 22:45:30,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51226.7316, threshold: 5.7983)"
2026-01-07 22:45:30,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.3795, threshold: 5.7983)"
2026-01-07 22:45:30,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.3795, threshold: 5.7983)"
2026-01-07 22:45:31,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51399.6295, threshold: 5.7983)"
2026-01-07 22:45:31,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51227.0538, threshold: 5.7983)"
2026-01-07 22:45:32,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:32,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:32,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51304.6891, threshold: 5.7983)"
2026-01-07 22:45:33,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51304.6891, threshold: 5.7983)"
2026-01-07 22:45:33,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51304.6891, threshold: 5.7983)"
2026-01-07 22:45:34,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51227.3789, threshold: 5.7983)"
2026-01-07 22:45:34,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:34,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51227.4509, threshold: 5.7983)"
2026-01-07 22:45:35,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:35,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51227.3789, threshold: 5.7983)"
2026-01-07 22:45:35,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51227.3967, threshold: 5.7983)"
2026-01-07 22:45:36,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:36,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:37,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51245.9484, threshold: 5.7983)"
2026-01-07 22:45:37,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:39,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9955, threshold: 5.7983)"
2026-01-07 22:45:40,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.3796, threshold: 5.7983)"
2026-01-07 22:45:40,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51225.9954, threshold: 5.7983)"
2026-01-07 22:45:40,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36544.7957, threshold: 5.7983)"
2026-01-07 22:45:41,3.88.247.34,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36544.2280, threshold: 5.7983)"
2026-01-07 22:45:41,3.88.247.34,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36544.1772, threshold: 5.7983)"
2026-01-07 22:45:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36544.7762, threshold: 5.7983)"
2026-01-07 22:45:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36544.7762, threshold: 5.7983)"
2026-01-07 22:45:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41664.1237, threshold: 5.7983)"
2026-01-07 22:45:43,140.82.121.4,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41663.3716, threshold: 5.7983)"
2026-01-07 22:45:43,140.82.121.4,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41663.4638, threshold: 5.7983)"
2026-01-07 22:45:44,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41664.1104, threshold: 5.7983)"
2026-01-07 22:45:44,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41664.2476, threshold: 5.7983)"
2026-01-07 22:45:44,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51246.0055, threshold: 5.7983)"
2026-01-07 22:45:44,140.82.121.4,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41663.3716, threshold: 5.7983)"
2026-01-07 22:45:45,140.82.121.4,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41663.4638, threshold: 5.7983)"
2026-01-07 22:45:45,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41664.5649, threshold: 5.7983)"
2026-01-07 22:45:46,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51245.3896, threshold: 5.7983)"
2026-01-07 22:45:46,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51245.9947, threshold: 5.7983)"
2026-01-07 22:45:48,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41689.3968, threshold: 5.7983)"
2026-01-07 22:45:49,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41689.3968, threshold: 5.7983)"
2026-01-07 22:45:49,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44988.2839, threshold: 5.7983)"
2026-01-07 22:45:51,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54047.9017, threshold: 5.7983)"
2026-01-07 22:45:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38326.6803, threshold: 5.7983)"
2026-01-07 22:45:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41689.3968, threshold: 5.7983)"
2026-01-07 22:45:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54047.9017, threshold: 5.7983)"
2026-01-07 22:45:53,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38326.6803, threshold: 5.7983)"
2026-01-07 22:45:55,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54047.9017, threshold: 5.7983)"
2026-01-07 22:45:55,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38326.6803, threshold: 5.7983)"
2026-01-07 22:45:58,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.9013, threshold: 5.7983)"
2026-01-07 22:45:58,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38326.6803, threshold: 5.7983)"
2026-01-07 22:45:58,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.9013, threshold: 5.7983)"
2026-01-07 22:46:00,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.9013, threshold: 5.7983)"
2026-01-07 22:46:00,3.95.129.122,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34060.4129, threshold: 5.7983)"
2026-01-07 22:46:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34060.9784, threshold: 5.7983)"
2026-01-07 22:46:01,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38326.0653, threshold: 5.7983)"
2026-01-07 22:46:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38326.6473, threshold: 5.7983)"
2026-01-07 22:46:02,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57413.7904, threshold: 5.7983)"
2026-01-07 22:46:02,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54047.2841, threshold: 5.7983)"
2026-01-07 22:46:02,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54047.8783, threshold: 5.7983)"
2026-01-07 22:46:03,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.9013, threshold: 5.7983)"
2026-01-07 22:46:03,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 59971.2296, threshold: 5.7983)"
2026-01-07 22:46:05,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57413.7904, threshold: 5.7983)"
2026-01-07 22:46:06,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 43500.3619, threshold: 5.7983)"
2026-01-07 22:46:06,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.2837, threshold: 5.7983)"
2026-01-07 22:46:07,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.8910, threshold: 5.7983)"
2026-01-07 22:46:07,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 43500.3619, threshold: 5.7983)"
2026-01-07 22:46:09,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44654.3010, threshold: 5.7983)"
2026-01-07 22:46:09,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57413.1640, threshold: 5.7983)"
2026-01-07 22:46:09,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57413.7684, threshold: 5.7983)"
2026-01-07 22:46:10,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.2803, threshold: 5.7983)"
2026-01-07 22:46:10,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.2494, threshold: 5.7983)"
2026-01-07 22:46:11,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.8910, threshold: 5.7983)"
2026-01-07 22:46:12,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54059.2362, threshold: 5.7983)"
2026-01-07 22:46:12,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57413.1330, threshold: 5.7983)"
2026-01-07 22:46:12,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57413.7684, threshold: 5.7983)"
2026-01-07 22:46:13,185.125.190.57,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 59970.5012, threshold: 5.7983)"
2026-01-07 22:46:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44146.3149, threshold: 5.7983)"
2026-01-07 22:46:19,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44145.7197, threshold: 5.7983)"
2026-01-07 22:46:19,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44146.2988, threshold: 5.7983)"
2026-01-07 22:46:20,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44145.6777, threshold: 5.7983)"
2026-01-07 22:46:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44146.2988, threshold: 5.7983)"
2026-01-07 22:46:24,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51595.9919, threshold: 5.7983)"
2026-01-07 22:46:25,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45636.2516, threshold: 5.7983)"
2026-01-07 22:46:25,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51595.3456, threshold: 5.7983)"
2026-01-07 22:46:25,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51595.9674, threshold: 5.7983)"
2026-01-07 22:46:26,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6390, threshold: 5.7983)"
2026-01-07 22:46:26,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45776.2447, threshold: 5.7983)"
2026-01-07 22:46:27,3.88.247.34,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45635.6163, threshold: 5.7983)"
2026-01-07 22:46:27,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45636.2238, threshold: 5.7983)"
2026-01-07 22:46:30,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45776.2326, threshold: 5.7983)"
2026-01-07 22:46:30,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38963.0571, threshold: 5.7983)"
2026-01-07 22:46:30,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:31,3.95.129.122,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45775.6354, threshold: 5.7983)"
2026-01-07 22:46:31,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45776.2170, threshold: 5.7983)"
2026-01-07 22:46:32,3.95.129.122,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45775.5949, threshold: 5.7983)"
2026-01-07 22:46:32,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45776.2170, threshold: 5.7983)"
2026-01-07 22:46:33,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38931.0711, threshold: 5.7983)"
2026-01-07 22:46:33,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5701, threshold: 5.7983)"
2026-01-07 22:46:34,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:34,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5611, threshold: 5.7983)"
2026-01-07 22:46:34,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5791, threshold: 5.7983)"
2026-01-07 22:46:35,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38936.4174, threshold: 5.7983)"
2026-01-07 22:46:35,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5342, threshold: 5.7983)"
2026-01-07 22:46:36,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:36,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5431, threshold: 5.7983)"
2026-01-07 22:46:37,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38931.0711, threshold: 5.7983)"
2026-01-07 22:46:37,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5611, threshold: 5.7983)"
2026-01-07 22:46:38,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38931.2999, threshold: 5.7983)"
2026-01-07 22:46:38,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38930.6596, threshold: 5.7983)"
2026-01-07 22:46:38,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:39,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5701, threshold: 5.7983)"
2026-01-07 22:46:39,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38935.8018, threshold: 5.7983)"
2026-01-07 22:46:39,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:40,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.6155, threshold: 5.7983)"
2026-01-07 22:46:40,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5882, threshold: 5.7983)"
2026-01-07 22:46:36,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38931.1686, threshold: 5.7983)"
2026-01-07 22:46:37,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5701, threshold: 5.7983)"
2026-01-07 22:46:37,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:37,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38935.6676, threshold: 5.7983)"
2026-01-07 22:46:38,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38930.7062, threshold: 5.7983)"
2026-01-07 22:46:38,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5342, threshold: 5.7983)"
2026-01-07 22:46:38,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.6064, threshold: 5.7983)"
2026-01-07 22:46:39,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:39,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.6524, threshold: 5.7983)"
2026-01-07 22:46:40,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5431, threshold: 5.7983)"
2026-01-07 22:46:40,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.5611, threshold: 5.7983)"
2026-01-07 22:46:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:50,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:50,35.186.247.105,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.0399, threshold: 5.7983)"
2026-01-07 22:46:51,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38926.6248, threshold: 5.7983)"
2026-01-07 22:46:51,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35634.8825, threshold: 5.7983)"
2026-01-07 22:46:51,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35634.3063, threshold: 5.7983)"
2026-01-07 22:46:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35634.8669, threshold: 5.7983)"
2026-01-07 22:46:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35689.5103, threshold: 5.7983)"
2026-01-07 22:46:52,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35634.2907, threshold: 5.7983)"
2026-01-07 22:46:52,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35634.2907, threshold: 5.7983)"
2026-01-07 22:46:53,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35635.3648, threshold: 5.7983)"
2026-01-07 22:46:53,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35634.8669, threshold: 5.7983)"
2026-01-07 22:46:53,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35747.8986, threshold: 5.7983)"
2026-01-07 22:46:53,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35747.8986, threshold: 5.7983)"
2026-01-07 22:46:58,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51405.9993, threshold: 5.7983)"
2026-01-07 22:46:59,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34512.9761, threshold: 5.7983)"
2026-01-07 22:46:59,3.88.247.34,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51405.3532, threshold: 5.7983)"
2026-01-07 22:46:59,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51405.9746, threshold: 5.7983)"
2026-01-07 22:46:59,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48150.1342, threshold: 5.7983)"
2026-01-07 22:47:00,54.90.36.212,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34512.3603, threshold: 5.7983)"
2026-01-07 22:47:00,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34512.9394, threshold: 5.7983)"
2026-01-07 22:47:00,3.95.129.122,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48149.4927, threshold: 5.7983)"
2026-01-07 22:47:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48150.1227, threshold: 5.7983)"
2026-01-07 22:47:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48179.0740, threshold: 5.7983)"
2026-01-07 22:47:03,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48150.1227, threshold: 5.7983)"
2026-01-07 22:47:04,3.95.129.122,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48149.5197, threshold: 5.7983)"
2026-01-07 22:47:04,3.95.129.122,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48149.4812, threshold: 5.7983)"
2026-01-07 22:47:04,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48150.1079, threshold: 5.7983)"
2026-01-07 22:47:05,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48150.1079, threshold: 5.7983)"
2026-01-07 22:47:10,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 47162.2910, threshold: 5.7983)"
2026-01-07 22:47:10,185.125.190.57,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 47161.5586, threshold: 5.7983)"
2026-01-07 22:47:12,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3181, threshold: 5.7983)"
2026-01-07 22:47:12,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-07 22:47:13,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-07 22:47:13,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-07 22:47:13,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7575.5815, threshold: 5.7983)"
2026-01-07 22:47:44,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34130.4006, threshold: 5.7983)"
2026-01-07 22:47:44,185.125.190.57,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34129.6627, threshold: 5.7983)"
2026-01-07 22:47:51,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33709.0470, threshold: 5.7983)"
2026-01-07 22:47:52,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33708.4656, threshold: 5.7983)"
2026-01-07 22:47:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33828.4977, threshold: 5.7983)"
2026-01-07 22:47:52,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33828.4977, threshold: 5.7983)"
2026-01-07 22:47:53,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33708.4656, threshold: 5.7983)"
2026-01-07 22:47:53,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33828.4977, threshold: 5.7983)"
2026-01-07 22:47:53,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33708.4656, threshold: 5.7983)"
2026-01-07 22:47:53,34.49.39.67,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33708.4656, threshold: 5.7983)"
