timestamp,src_ip,dst_ip,protocol,attack_type,severity,confidence,status
2026-01-08 10:41:00,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46388.1743, threshold: 5.7983)"
2026-01-08 10:41:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46396.1743, threshold: 5.7983)"
2026-01-08 10:41:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46396.1743, threshold: 5.7983)"
2026-01-08 10:41:01,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46388.1743, threshold: 5.7983)"
2026-01-08 10:41:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 56935.5070, threshold: 5.7983)"
2026-01-08 10:41:44,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 40097.5973, threshold: 5.7983)"
2026-01-08 10:42:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34194.3999, threshold: 5.7983)"
2026-01-08 10:42:42,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 34193.6504, threshold: 5.7983)"
2026-01-08 10:42:42,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3181, threshold: 5.7983)"
2026-01-08 10:42:42,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:42:42,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:42:43,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:43:13,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53793.2555, threshold: 5.7983)"
2026-01-08 10:43:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53792.5221, threshold: 5.7983)"
2026-01-08 10:43:44,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 40806.5939, threshold: 5.7983)"
2026-01-08 10:44:14,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 35111.6421, threshold: 5.7983)"
2026-01-08 10:44:40,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 40336.3396, threshold: 5.7983)"
2026-01-08 10:44:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:44:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7575.5815, threshold: 5.7983)"
2026-01-08 10:44:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3487, threshold: 5.7983)"
2026-01-08 10:45:13,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 39267.3487, threshold: 5.7983)"
2026-01-08 10:45:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 39266.6080, threshold: 5.7983)"
2026-01-08 10:45:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53123.2587, threshold: 5.7983)"
2026-01-08 10:45:43,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53122.5219, threshold: 5.7983)"
2026-01-08 10:46:14,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44752.5662, threshold: 5.7983)"
2026-01-08 10:46:21,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 54136.1499, threshold: 5.7983)"
2026-01-08 10:46:21,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51122.0103, threshold: 5.7983)"
2026-01-08 10:46:22,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.3705, threshold: 5.7983)"
2026-01-08 10:46:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.9856, threshold: 5.7983)"
2026-01-08 10:46:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51149.0405, threshold: 5.7983)"
2026-01-08 10:46:22,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.3587, threshold: 5.7983)"
2026-01-08 10:46:22,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51123.8975, threshold: 5.7983)"
2026-01-08 10:46:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.9856, threshold: 5.7983)"
2026-01-08 10:46:23,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51143.8123, threshold: 5.7983)"
2026-01-08 10:46:23,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.9856, threshold: 5.7983)"
2026-01-08 10:46:23,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51166.3233, threshold: 5.7983)"
2026-01-08 10:46:23,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.9856, threshold: 5.7983)"
2026-01-08 10:46:23,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51166.3233, threshold: 5.7983)"
2026-01-08 10:46:23,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51122.6864, threshold: 5.7983)"
2026-01-08 10:46:23,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51141.9811, threshold: 5.7983)"
2026-01-08 10:46:28,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.9856, threshold: 5.7983)"
2026-01-08 10:46:28,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.3587, threshold: 5.7983)"
2026-01-08 10:46:28,13.107.5.93,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.3588, threshold: 5.7983)"
2026-01-08 10:46:28,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 51121.9856, threshold: 5.7983)"
2026-01-08 10:46:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53802.2555, threshold: 5.7983)"
2026-01-08 10:46:43,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53801.5204, threshold: 5.7983)"
2026-01-08 10:46:43,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3181, threshold: 5.7983)"
2026-01-08 10:46:43,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:46:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:46:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7575.5815, threshold: 5.7983)"
2026-01-08 10:46:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3487, threshold: 5.7983)"
2026-01-08 10:47:14,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53028.2592, threshold: 5.7983)"
2026-01-08 10:47:14,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53027.5230, threshold: 5.7983)"
2026-01-08 10:47:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33419.0734, threshold: 5.7983)"
2026-01-08 10:47:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33423.0730, threshold: 5.7983)"
2026-01-08 10:47:18,140.82.121.5,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33418.3362, threshold: 5.7983)"
2026-01-08 10:47:18,140.82.121.5,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33422.3359, threshold: 5.7983)"
2026-01-08 10:47:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33423.0564, threshold: 5.7983)"
2026-01-08 10:47:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33419.0568, threshold: 5.7983)"
2026-01-08 10:47:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33464.0140, threshold: 5.7983)"
2026-01-08 10:47:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33468.0083, threshold: 5.7983)"
2026-01-08 10:47:19,140.82.121.5,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33422.3193, threshold: 5.7983)"
2026-01-08 10:47:19,140.82.121.5,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33453.8359, threshold: 5.7983)"
2026-01-08 10:47:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37771.9795, threshold: 5.7983)"
2026-01-08 10:47:19,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7049, threshold: 5.7983)"
2026-01-08 10:47:19,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37813.3165, threshold: 5.7983)"
2026-01-08 10:47:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37788.6795, threshold: 5.7983)"
2026-01-08 10:47:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37788.7037, threshold: 5.7983)"
2026-01-08 10:47:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37829.2982, threshold: 5.7983)"
2026-01-08 10:47:20,4.225.11.192,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33872.2892, threshold: 5.7983)"
2026-01-08 10:47:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33873.0159, threshold: 5.7983)"
2026-01-08 10:47:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33918.4005, threshold: 5.7983)"
2026-01-08 10:47:20,4.225.11.192,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 33872.2728, threshold: 5.7983)"
2026-01-08 10:47:22,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37788.6460, threshold: 5.7983)"
2026-01-08 10:47:22,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37788.6460, threshold: 5.7983)"
2026-01-08 10:47:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7049, threshold: 5.7983)"
2026-01-08 10:47:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 47486.1704, threshold: 5.7983)"
2026-01-08 10:47:23,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45736.2467, threshold: 5.7983)"
2026-01-08 10:47:23,20.189.172.32,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45735.5959, threshold: 5.7983)"
2026-01-08 10:47:23,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45736.2190, threshold: 5.7983)"
2026-01-08 10:47:23,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7540, threshold: 5.7983)"
2026-01-08 10:47:25,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7540, threshold: 5.7983)"
2026-01-08 10:47:35,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7540, threshold: 5.7983)"
2026-01-08 10:47:40,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 44126.3107, threshold: 5.7983)"
2026-01-08 10:47:42,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 249.4167, threshold: 5.7983)"
2026-01-08 10:47:42,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 249.4167, threshold: 5.7983)"
2026-01-08 10:47:44,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 249.4167, threshold: 5.7983)"
2026-01-08 10:47:49,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7540, threshold: 5.7983)"
2026-01-08 10:48:04,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46588.1736, threshold: 5.7983)"
2026-01-08 10:48:04,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46592.1736, threshold: 5.7983)"
2026-01-08 10:48:04,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46592.1736, threshold: 5.7983)"
2026-01-08 10:48:04,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46588.1736, threshold: 5.7983)"
2026-01-08 10:48:06,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32813.1301, threshold: 5.7983)"
2026-01-08 10:48:06,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32812.5133, threshold: 5.7983)"
2026-01-08 10:48:06,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32813.1132, threshold: 5.7983)"
2026-01-08 10:48:07,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32860.7126, threshold: 5.7983)"
2026-01-08 10:48:07,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32844.5982, threshold: 5.7983)"
2026-01-08 10:48:07,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32935.2157, threshold: 5.7983)"
2026-01-08 10:48:07,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32813.1132, threshold: 5.7983)"
2026-01-08 10:48:08,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32814.7762, threshold: 5.7983)"
2026-01-08 10:48:08,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32935.8302, threshold: 5.7983)"
2026-01-08 10:48:08,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32814.5437, threshold: 5.7983)"
2026-01-08 10:48:08,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32812.4964, threshold: 5.7983)"
2026-01-08 10:48:08,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32812.8630, threshold: 5.7983)"
2026-01-08 10:48:08,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32813.1132, threshold: 5.7983)"
2026-01-08 10:48:08,13.89.179.8,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 32816.8955, threshold: 5.7983)"
2026-01-08 10:48:13,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46626.2943, threshold: 5.7983)"
2026-01-08 10:48:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 46625.5551, threshold: 5.7983)"
2026-01-08 10:48:15,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37772.7540, threshold: 5.7983)"
2026-01-08 10:48:18,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.7286, threshold: 5.7983)"
2026-01-08 10:48:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9463, threshold: 5.7983)"
2026-01-08 10:48:19,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52548.7761, threshold: 5.7983)"
2026-01-08 10:48:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.7180, threshold: 5.7983)"
2026-01-08 10:48:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52598.4731, threshold: 5.7983)"
2026-01-08 10:48:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52539.9425, threshold: 5.7983)"
2026-01-08 10:48:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52547.5031, threshold: 5.7983)"
2026-01-08 10:48:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9463, threshold: 5.7983)"
2026-01-08 10:48:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9463, threshold: 5.7983)"
2026-01-08 10:48:20,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9463, threshold: 5.7983)"
2026-01-08 10:48:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9816, threshold: 5.7983)"
2026-01-08 10:48:24,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9816, threshold: 5.7983)"
2026-01-08 10:48:29,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9816, threshold: 5.7983)"
2026-01-08 10:48:39,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9816, threshold: 5.7983)"
2026-01-08 10:48:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 43163.3176, threshold: 5.7983)"
2026-01-08 10:48:44,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 43162.5754, threshold: 5.7983)"
2026-01-08 10:48:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3181, threshold: 5.7983)"
2026-01-08 10:48:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:48:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:48:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:48:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7575.5815, threshold: 5.7983)"
2026-01-08 10:49:13,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58207.2364, threshold: 5.7983)"
2026-01-08 10:49:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58206.5023, threshold: 5.7983)"
2026-01-08 10:49:34,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 52521.9816, threshold: 5.7983)"
2026-01-08 10:49:44,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53194.2584, threshold: 5.7983)"
2026-01-08 10:49:44,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 53193.5255, threshold: 5.7983)"
2026-01-08 10:50:12,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38928.3517, threshold: 5.7983)"
2026-01-08 10:50:12,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 38927.6075, threshold: 5.7983)"
2026-01-08 10:50:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 56802.2422, threshold: 5.7983)"
2026-01-08 10:50:43,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 56801.5083, threshold: 5.7983)"
2026-01-08 10:50:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3181, threshold: 5.7983)"
2026-01-08 10:50:45,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:50:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:51:13,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48831.2811, threshold: 5.7983)"
2026-01-08 10:51:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 48830.5457, threshold: 5.7983)"
2026-01-08 10:51:14,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.2116, threshold: 5.7983)"
2026-01-08 10:51:14,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.2116, threshold: 5.7983)"
2026-01-08 10:51:14,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.7100, threshold: 5.7983)"
2026-01-08 10:51:14,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.7100, threshold: 5.7983)"
2026-01-08 10:51:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7549, threshold: 5.7983)"
2026-01-08 10:51:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58587.7546, threshold: 5.7983)"
2026-01-08 10:51:18,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.0234, threshold: 5.7983)"
2026-01-08 10:51:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7455, threshold: 5.7983)"
2026-01-08 10:51:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58603.9413, threshold: 5.7983)"
2026-01-08 10:51:18,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58587.0238, threshold: 5.7983)"
2026-01-08 10:51:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58587.7452, threshold: 5.7983)"
2026-01-08 10:51:19,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58613.9365, threshold: 5.7983)"
2026-01-08 10:51:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.0140, threshold: 5.7983)"
2026-01-08 10:51:19,140.82.113.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58645.8445, threshold: 5.7983)"
2026-01-08 10:51:21,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7771, threshold: 5.7983)"
2026-01-08 10:51:23,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7771, threshold: 5.7983)"
2026-01-08 10:51:25,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7771, threshold: 5.7983)"
2026-01-08 10:51:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57173.2407, threshold: 5.7983)"
2026-01-08 10:51:43,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 57172.5054, threshold: 5.7983)"
2026-01-08 10:51:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7771, threshold: 5.7983)"
2026-01-08 10:52:06,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7771, threshold: 5.7983)"
2026-01-08 10:52:13,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45037.3045, threshold: 5.7983)"
2026-01-08 10:52:13,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45036.5672, threshold: 5.7983)"
2026-01-08 10:52:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.2738, threshold: 5.7983)"
2026-01-08 10:52:18,140.82.114.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.1191, threshold: 5.7983)"
2026-01-08 10:52:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.2615, threshold: 5.7983)"
2026-01-08 10:52:18,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45224.2126, threshold: 5.7983)"
2026-01-08 10:52:21,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.3025, threshold: 5.7983)"
2026-01-08 10:52:22,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.2615, threshold: 5.7983)"
2026-01-08 10:52:22,140.82.114.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.0911, threshold: 5.7983)"
2026-01-08 10:52:22,140.82.114.21,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 45190.0911, threshold: 5.7983)"
2026-01-08 10:52:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58915.2336, threshold: 5.7983)"
2026-01-08 10:52:44,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58914.4990, threshold: 5.7983)"
2026-01-08 10:52:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7573.3181, threshold: 5.7983)"
2026-01-08 10:52:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:52:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:52:46,172.22.176.1,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 7570.3483, threshold: 5.7983)"
2026-01-08 10:52:51,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58577.7771, threshold: 5.7983)"
2026-01-08 10:53:14,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 41301.5893, threshold: 5.7983)"
2026-01-08 10:53:42,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37997.3602, threshold: 5.7983)"
2026-01-08 10:53:44,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 37996.6164, threshold: 5.7983)"
2026-01-08 10:54:12,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 39496.3467, threshold: 5.7983)"
2026-01-08 10:54:12,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 39495.6062, threshold: 5.7983)"
2026-01-08 10:54:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58429.2356, threshold: 5.7983)"
2026-01-08 10:54:43,91.189.91.157,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 58428.5036, threshold: 5.7983)"
2026-01-08 10:54:43,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36292.2218, threshold: 5.7983)"
2026-01-08 10:54:45,172.22.177.9,Anomaly Detected,Blocked,N/A,"K-Means detected anomaly (distance: 36292.2218, threshold: 5.7983)"
